,Name,annotations,roles,Number_of_Annotations,non_interested_role_parts_present,Seq_len,role_name
91,191_BBa_K827012.xml,[],[],0,False,51,[]
92,192_BBa_K827011.xml,[],[],0,False,51,[]
93,193_BBa_K827013.xml,[],[],0,False,51,[]
94,194_BBa_K323130.xml,['annotation1'],['0000141'],1,False,51,[]
95,195_BBa_K827081.xml,[],[],0,False,52,[]
96,196_BBa_K827070.xml,[],[],0,False,52,[]
97,197_BBa_K1994018.xml,[],[],0,False,52,[]
98,198_BBa_J61053.xml,[],[],0,False,52,[]
99,199_BBa_K864600.xml,[],[],0,False,52,[]
100,200_BBa_K827065.xml,[],[],0,False,53,[]
101,201_BBa_K827073.xml,[],[],0,False,53,[]
102,202_BBa_K827072.xml,[],[],0,False,53,[]
103,203_BBa_K827069.xml,[],[],0,False,53,[]
104,204_BBa_K827063.xml,[],[],0,False,53,[]
105,205_BBa_K827071.xml,[],[],0,False,53,[]
106,206_BBa_K864601.xml,[],[],0,False,53,[]
107,207_BBa_K780000.xml,[],[],0,False,54,[]
108,208_BBa_K827035.xml,[],[],0,False,54,[]
109,209_BBa_K827067.xml,[],[],0,False,54,[]
110,210_BBa_K827062.xml,[],[],0,False,54,[]
111,211_BBa_K827060.xml,[],[],0,False,54,[]
112,212_BBa_K827061.xml,[],[],0,False,54,[]
113,213_BBa_K827016.xml,[],[],0,False,54,[]
114,214_BBa_K088008.xml,[],[],0,False,55,[]
115,215_BBa_K1401005.xml,[],[],0,False,55,[]
116,216_BBa_K827055.xml,[],[],0,False,55,[]
117,217_BBa_K827088.xml,[],[],0,False,55,[]
118,218_BBa_K827086.xml,[],[],0,False,55,[]
119,219_BBa_K827068.xml,[],[],0,False,55,[]
120,220_BBa_K827064.xml,[],[],0,False,55,[]
121,221_BBa_K827078.xml,[],[],0,False,55,[]
122,222_BBa_J64970.xml,[],[],0,False,55,[]
123,223_BBa_K827083.xml,[],[],0,False,56,[]
124,224_BBa_K827085.xml,[],[],0,False,56,[]
125,225_BBa_K827023.xml,[],[],0,False,56,[]
126,226_BBa_K827025.xml,[],[],0,False,56,[]
127,227_BBa_K827024.xml,[],[],0,False,56,[]
128,228_BBa_K827026.xml,[],[],0,False,56,[]
129,229_BBa_K827080.xml,[],[],0,False,56,[]
130,230_BBa_K827087.xml,[],[],0,False,56,[]
131,231_BBa_K827079.xml,[],[],0,False,56,[]
132,232_BBa_K827077.xml,[],[],0,False,56,[]
133,233_BBa_K827091.xml,[],[],0,False,56,[]
134,234_BBa_K827076.xml,[],[],0,False,56,[]
135,235_BBa_K827094.xml,[],[],0,False,56,[]
136,236_BBa_K827092.xml,[],[],0,False,56,[]
137,237_BBa_K827058.xml,[],[],0,False,56,[]
138,238_BBa_K827057.xml,[],[],0,False,56,[]
139,239_BBa_K827075.xml,[],[],0,False,56,[]
140,240_BBa_K827084.xml,[],[],0,False,56,[]
141,241_BBa_K827059.xml,[],[],0,False,56,[]
142,242_BBa_K827090.xml,[],[],0,False,56,[]
143,243_BBa_K827029.xml,[],[],0,False,57,[]
144,244_BBa_K827034.xml,[],[],0,False,57,[]
145,245_BBa_K827031.xml,[],[],0,False,57,[]
146,246_BBa_K827030.xml,[],[],0,False,57,[]
147,247_BBa_K827046.xml,[],[],0,False,57,[]
148,248_BBa_K827047.xml,[],[],0,False,57,[]
149,249_BBa_K827054.xml,[],[],0,False,57,[]
150,250_BBa_K827093.xml,[],[],0,False,57,[]
151,251_BBa_K827089.xml,[],[],0,False,57,[]
152,252_BBa_K827074.xml,[],[],0,False,57,[]
153,253_BBa_J107115.xml,[],[],0,False,57,[]
154,254_BBa_J107114.xml,[],[],0,False,57,[]
155,255_BBa_K1994045.xml,[],[],0,False,57,[]
156,256_BBa_K827027.xml,['annotation1'],['0000141'],1,False,58,[]
157,257_BBa_K827019.xml,[],[],0,False,58,[]
158,258_BBa_K827021.xml,[],[],0,False,58,[]
159,259_BBa_K827036.xml,[],[],0,False,58,[]
160,260_BBa_K827020.xml,[],[],0,False,58,[]
161,261_BBa_K827018.xml,['annotation1'],['0000141'],1,False,58,[]
162,262_BBa_K827038.xml,[],[],0,False,58,[]
163,263_BBa_K827022.xml,[],[],0,False,58,[]
164,264_BBa_K827082.xml,[],[],0,False,58,[]
165,265_BBa_K827066.xml,[],[],0,False,58,[]
166,266_BBa_K827017.xml,[],[],0,False,59,[]
167,267_BBa_K827037.xml,[],[],0,False,59,[]
168,268_BBa_K827032.xml,[],[],0,False,59,[]
169,269_BBa_K827028.xml,[],[],0,False,59,[]
170,270_BBa_K827033.xml,[],[],0,False,59,[]
171,271_BBa_K827056.xml,[],[],0,False,59,[]
172,272_BBa_K827045.xml,[],[],0,False,59,[]
173,273_BBa_K827041.xml,[],[],0,False,59,[]
174,274_BBa_K827039.xml,[],[],0,False,59,[]
175,275_BBa_K827044.xml,[],[],0,False,59,[]
176,276_BBa_K827042.xml,[],[],0,False,59,[]
177,277_BBa_K827043.xml,[],[],0,False,59,[]
178,278_BBa_K187025.xml,[],[],0,False,60,[]
179,279_BBa_K187026.xml,[],[],0,False,60,[]
180,280_BBa_K827048.xml,[],[],0,False,61,[]
181,281_BBa_K827052.xml,[],[],0,False,61,[]
182,282_BBa_K827049.xml,[],[],0,False,61,[]
183,283_BBa_K827051.xml,[],[],0,False,63,[]
184,284_BBa_K827053.xml,[],[],0,False,63,[]
185,285_BBa_K827050.xml,[],[],0,False,63,[]
186,286_BBa_K102901.xml,[],[],0,False,65,[]
187,287_BBa_K809006.xml,[],[],0,False,65,[]
188,288_BBa_K827040.xml,[],[],0,False,65,[]
189,289_BBa_K1650057.xml,[],[],0,False,65,[]
190,290_BBa_K102900.xml,['annotation1'],['0005836'],1,True,66,['regulatory_region']
191,291_BBa_K1401006.xml,[],[],0,False,69,[]
192,292_BBa_B0054.xml,['annotation1'],['0000141'],1,False,69,[]
193,293_BBa_K323083.xml,"['annotation1', 'annotation2']","['0000316', '0000141']",2,True,69,['CDS']
194,294_BBa_B0063.xml,[],[],0,False,72,[]
195,295_BBa_B0053.xml,[],[],0,False,72,[]
196,296_BBa_B0056.xml,[],[],0,False,72,[]
197,297_BBa_B0055.xml,['annotation1'],['0000141'],1,False,78,[]
198,298_BBa_M36586.xml,['annotation1'],['0000141'],1,False,79,[]
199,299_BBa_K731722.xml,['annotation1'],['0000141'],1,False,79,[]
200,300_BBa_K102095.xml,[],[],0,False,80,[]
201,301_BBa_J34813.xml,['annotation1'],['0000141'],1,False,80,[]
202,302_BBa_M36918.xml,['annotation1'],['0000141'],1,False,80,[]
203,303_BBa_B0010.xml,['annotation1'],['0000141'],1,False,80,[]
204,304_BBa_M36561.xml,['annotation1'],['0000141'],1,False,80,[]
205,305_BBa_K102906.xml,[],[],0,False,81,[]
206,306_BBa_K102905.xml,[],[],0,False,81,[]
207,307_BBa_K102903.xml,[],[],0,False,82,[]
208,308_BBa_K102902.xml,[],[],0,False,82,[]
209,309_BBa_K102904.xml,[],[],0,False,82,[]
210,310_BBa_B0020.xml,['annotation1'],['0000141'],1,False,82,[]
211,311_BBa_M36281.xml,[],[],0,False,82,[]
212,312_BBa_M36248.xml,[],[],0,False,82,[]
213,313_BBa_M36010.xml,[],[],0,False,82,[]
214,314_BBa_M36662.xml,[],[],0,False,82,[]
215,315_BBa_M36292.xml,[],[],0,False,82,[]
216,316_BBa_M36291.xml,[],[],0,False,82,[]
217,317_BBa_M36232.xml,[],[],0,False,82,[]
218,318_BBa_K102907.xml,[],[],0,False,83,[]
219,319_BBa_K530020.xml,[],[],0,False,83,[]
220,320_BBa_M36927.xml,[],[],0,False,89,[]
221,321_BBa_M36545.xml,[],[],0,False,89,[]
222,322_BBa_M36235.xml,[],[],0,False,89,[]
223,323_BBa_K1510005.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,90,[]
224,324_BBa_K1799025.xml,[],[],0,False,90,[]
225,325_BBa_M36935.xml,['annotation1'],['0000141'],1,False,91,[]
226,326_BBa_M45194.xml,[],[],0,False,91,[]
227,327_BBa_K1051009.xml,[],[],0,False,92,[]
228,328_BBa_K1893031.xml,[],[],0,False,93,[]
229,329_BBa_K094013.xml,[],[],0,False,94,[]
230,330_BBa_B0024.xml,['annotation1'],['0000141'],1,False,95,[]
231,331_BBa_K823017.xml,['annotation1'],['0000141'],1,False,95,[]
232,332_BBa_B0014.xml,['annotation1'],['0000141'],1,False,95,[]
233,333_BBa_K102908.xml,[],[],0,False,96,[]
234,334_BBa_K530022.xml,[],[],0,False,100,[]
235,335_BBa_K530017.xml,[],[],0,False,100,[]
236,336_BBa_K530024.xml,[],[],0,False,100,[]
237,337_BBa_K530023.xml,[],[],0,False,100,[]
238,338_BBa_K1725081.xml,['annotation1'],['0000141'],1,False,101,[]
239,339_BBa_K2042007.xml,['annotation1'],['0000141'],1,False,103,[]
240,340_BBa_K1973001.xml,[],[],0,False,104,[]
241,341_BBa_K1339025.xml,['annotation1'],['0000141'],1,False,104,[]
242,342_BBa_K1897030.xml,['annotation1'],['0000141'],1,False,105,[]
243,343_BBa_J64043.xml,['annotation1'],['0000141'],1,False,105,[]
244,344_BBa_K2180008.xml,['annotation1'],['0000141'],1,False,107,[]
245,345_BBa_K530021.xml,[],[],0,False,109,[]
246,346_BBa_I51003.xml,[],[],0,False,110,[]
247,347_BBa_J61048.xml,[],[],0,False,113,[]
248,348_BBa_J18963.xml,[],[],0,False,114,[]
249,349_BBa_K112710.xml,[],[],0,False,115,[]
250,350_BBa_K1479001.xml,"['annotation1', 'annotation2']","['0000141', '0000139']",2,True,115,['ribosome_entry_site']
251,351_BBa_K110012.xml,[],[],0,False,123,[]
252,352_BBa_K2127007.xml,['annotation1'],['0000141'],1,False,123,[]
253,353_BBa_K110011.xml,[],[],0,False,124,[]
254,354_BBa_C0440.xml,[],[],0,False,124,[]
255,355_BBa_K282001.xml,['annotation1'],['0000141'],1,False,129,[]
256,356_BBa_J70612.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,129,[]
257,357_BBa_K783020.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,129,[]
258,358_BBa_M36912.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,129,[]
259,359_BBa_B0015.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
260,360_BBa_J34805.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
261,361_BBa_J72078.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
262,362_BBa_J72049.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
263,363_BBa_K1520029.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
264,364_BBa_K1045009.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,129,[]
265,365_BBa_K2042020.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,129,[]
266,366_BBa_I11013.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
267,367_BBa_K1616027.xml,['annotation1'],['0000141'],1,False,129,[]
268,368_BBa_K392003.xml,['annotation1'],['0005836'],1,True,129,['regulatory_region']
269,369_BBa_B0025.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
270,370_BBa_K093011.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,129,[]
271,371_BBa_K1616010.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,129,[]
272,372_BBa_K1212018.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,133,[]
273,373_BBa_J56014.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,135,[]
274,374_BBa_K112903.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,135,[]
275,375_BBa_J18913.xml,['annotation1'],['0000141'],1,False,135,[]
276,376_BBa_K1114302.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,137,[]
277,377_BBa_K1114300.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,137,[]
278,378_BBa_K1114301.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,137,[]
279,379_BBa_K678012.xml,['annotation1'],['0000551'],1,True,139,['polyA_signal_sequence']
280,380_BBa_J95029.xml,[],[],0,False,139,[]
281,381_BBa_K208112.xml,[],[],0,False,139,[]
282,382_BBa_K606028.xml,['annotation1'],['0000141'],1,False,153,[]
283,383_BBa_K094014.xml,"['annotation1', 'annotation2']","['0000316', '0000141']",2,True,154,['CDS']
284,384_BBa_K1830007.xml,"['annotation1', 'annotation2']","['0000141', '0000141']",2,False,156,[]
285,385_BBa_K2172003.xml,[],[],0,False,160,[]
286,386_BBa_K080009.xml,['annotation1'],['0000551'],1,True,161,['polyA_signal_sequence']
287,387_BBa_K530013.xml,[],[],0,False,165,[]
288,388_BBa_B0017.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,168,[]
289,389_BBa_K812055.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,169,[]
290,390_BBa_K110013.xml,[],[],0,False,170,[]
291,391_BBa_J18962.xml,[],[],0,False,175,[]
292,392_BBa_K106018.xml,['annotation1'],['0000141'],1,False,180,[]
293,393_BBa_K1486025.xml,['annotation1'],['0000141'],1,False,188,[]
294,394_BBa_K364302.xml,['annotation1'],['0000551'],1,True,191,['polyA_signal_sequence']
295,395_BBa_I766217.xml,['annotation1'],['0000141'],1,False,193,[]
296,396_BBa_M36033.xml,['annotation1'],['0000141'],1,False,195,[]
297,397_BBa_I714500.xml,"['annotation2', 'annotation1']","['0000141', '0000141']",2,False,203,[]
298,398_BBa_K1618037.xml,['annotation1'],['0000551'],1,True,212,['polyA_signal_sequence']
299,399_BBa_K1537030.xml,['annotation1'],['0000551'],1,True,216,['polyA_signal_sequence']
300,400_BBa_K1159307.xml,[],[],0,False,217,[]
301,401_BBa_I766600.xml,['annotation1'],['0000141'],1,False,218,[]
302,402_BBa_K530014.xml,[],[],0,False,221,[]
303,403_BBa_K234092.xml,['annotation1'],['0000141'],1,False,221,[]
304,404_BBa_K799029.xml,[],[],0,False,222,[]
305,405_BBa_K1150012.xml,[],[],0,False,222,[]
306,406_BBa_K2050413.xml,[],[],0,False,225,[]
307,407_BBa_K165010.xml,['annotation1'],['0000141'],1,False,225,[]
308,408_BBa_J63002.xml,['annotation1'],['0000141'],1,False,225,[]
309,409_BBa_K105025.xml,['annotation1'],['0000141'],1,False,225,[]
310,410_BBa_K1313006.xml,['annotation1'],['0000551'],1,True,228,['polyA_signal_sequence']
311,411_BBa_K2040400.xml,[],[],0,False,231,[]
312,412_BBa_K678019.xml,['annotation1'],['0000551'],1,True,233,['polyA_signal_sequence']
313,413_BBa_K2074019.xml,[],[],0,False,234,[]
314,414_BBa_K1968011.xml,[],[],0,False,235,[]
315,415_BBa_K1968014.xml,[],[],0,False,235,[]
316,416_BBa_K319044.xml,['annotation1'],['0000141'],1,False,235,[]
317,417_BBa_J52016.xml,['annotation1'],['0000551'],1,True,238,['polyA_signal_sequence']
318,418_BBa_K1071005.xml,[],[],0,False,241,[]
319,419_BBa_K2095002.xml,[],[],0,False,247,[]
320,420_BBa_K2110000.xml,['annotation1'],['0000141'],1,False,248,[]
321,421_BBa_K849009.xml,['annotation1'],['0000141'],1,False,248,[]
322,422_BBa_K337001.xml,['annotation1'],['0000551'],1,True,249,['polyA_signal_sequence']
323,423_BBa_K1537029.xml,[],[],0,False,250,[]
324,424_BBa_K1462070.xml,['annotation1'],['0000141'],1,False,250,[]
325,425_BBa_Y1015.xml,['annotation1'],['0000141'],1,False,252,[]
326,426_BBa_K165018.xml,"['annotation1', 'annotation2']","['0000316', '0000141']",2,True,253,['CDS']
327,427_BBa_K1537031.xml,[],[],0,False,253,[]
328,428_BBa_K382023.xml,['annotation1'],['0000141'],1,False,253,[]
329,429_BBa_K788001.xml,['annotation1'],['0000141'],1,False,253,[]
330,430_BBa_K337002.xml,['annotation1'],['0000551'],1,True,255,['polyA_signal_sequence']
331,431_BBa_C0450.xml,[],[],0,False,256,[]
332,432_BBa_K382024.xml,['annotation1'],['0000141'],1,False,256,[]
333,433_BBa_K906005.xml,[],[],0,False,260,[]
334,434_BBa_M50046.xml,['annotation1'],['0000551'],1,True,267,['polyA_signal_sequence']
335,435_BBa_K1071006.xml,[],[],0,False,273,[]
336,436_BBa_K863203.xml,['annotation1'],['0000141'],1,False,282,[]
337,437_BBa_K509001.xml,['annotation1'],['0000141'],1,False,288,[]
338,438_BBa_K1484215.xml,['annotation1'],['0000141'],1,False,293,[]
339,439_BBa_K849008.xml,[],[],0,False,300,[]
340,440_BBa_K2128009.xml,[],[],0,False,300,[]
341,441_BBa_K849007.xml,[],[],0,False,300,[]
342,442_BBa_K122003.xml,['annotation1'],['0000141'],1,False,301,[]
343,443_BBa_K122004.xml,[],[],0,False,301,[]
344,444_BBa_J18961.xml,[],[],0,False,301,[]
345,445_BBa_K530019.xml,[],[],0,False,312,[]
346,446_BBa_K319004.xml,['annotation1'],['0000141'],1,False,312,[]
347,447_BBa_K801012.xml,['annotation1'],['0000141'],1,False,349,[]
348,448_BBa_K1893035.xml,"['annotation3', 'annotation2', 'annotation1']","['0000141', '0000316', '0000316']",3,True,368,"['CDS', 'CDS']"
349,449_BBa_I714005.xml,[],[],0,False,382,[]
350,450_BBa_K1829003.xml,[],[],0,False,400,[]
351,451_BBa_K1829004.xml,[],[],0,False,400,[]
352,452_BBa_J72077.xml,[],[],0,False,426,[]
353,453_BBa_K404108.xml,['annotation1'],['0000551'],1,True,481,['polyA_signal_sequence']
354,454_BBa_K530006.xml,[],[],0,False,500,[]
355,455_BBa_K530011.xml,[],[],0,False,500,[]
356,456_BBa_K801011.xml,[],[],0,False,507,[]
357,457_BBa_K612007.xml,[],[],0,False,514,[]
358,458_BBa_K110001.xml,[],[],0,False,524,[]
359,459_BBa_K509003.xml,[],[],0,False,533,[]
360,460_BBa_K1875002.xml,['annotation1'],['0000553'],1,True,536,['polyA_site']
361,461_BBa_K1021008.xml,[],[],0,False,568,[]
362,462_BBa_K110003.xml,[],[],0,False,570,[]
363,463_BBa_K1547010.xml,[],[],0,False,627,[]
364,464_BBa_K678018.xml,['annotation1'],['0000551'],1,True,635,['polyA_signal_sequence']
365,465_BBa_K110002.xml,[],[],0,False,671,[]
366,466_BBa_M31116.xml,['annotation1'],['0000141'],1,False,721,[]
367,467_BBa_M31113.xml,['annotation1'],['0000141'],1,False,721,[]
368,468_BBa_K678036.xml,[],[],0,False,759,[]
369,469_BBa_K2040102.xml,[],[],0,False,769,[]
370,470_BBa_K1955002.xml,[],[],0,False,774,[]
371,471_BBa_K1023002.xml,[],[],0,False,836,[]
372,472_BBa_K678039.xml,[],[],0,False,889,[]
373,473_BBa_K309012.xml,[],[],0,False,892,[]
374,474_BBa_K1114705.xml,"['annotation3', 'annotation1', 'annotation2']","['0000141', '0000316', '0000141']",3,True,985,['CDS']
375,475_BBa_K678038.xml,[],[],0,False,990,[]
376,476_BBa_K678037.xml,[],[],0,False,1006,[]
377,477_BBa_J14018.xml,"['annotation3', 'annotation1', 'annotation2', 'annotation4', 'annotation5', 'annotation6', 'annotation8', 'annotation7']","['0000110', '0000110', '0000167', '0000139', '0000139', '0000316', '0000141', '0000141']",8,True,1089,"['sequence_feature', 'sequence_feature', 'promoter', 'ribosome_entry_site', 'ribosome_entry_site', 'CDS']"
378,478_BBa_M36201.xml,"['annotation1', 'annotation2', 'annotation5', 'annotation3', 'annotation4']","['0005850', '0000110', '0000296', '0000167', '0000110']",5,True,1178,"['primer_binding_site', 'sequence_feature', 'origin_of_replication', 'promoter', 'sequence_feature']"
379,479_BBa_K1465555.xml,"['annotation1', 'annotation2']","['0000139', '0000139']",2,True,1791,"['ribosome_entry_site', 'ribosome_entry_site']"
380,480_BBa_I766201.xml,"['annotation2', 'annotation1']","['0000141', '0000316']",2,True,3388,['CDS']
