similarity,node_uri
86.20689655172413,"['L1U4H08', 'L1U2H08', 'L1U3H08', 'L1U1H08', 'L1U5H08']"
86.20689655172413,"['pyrBI', 'trp']"
85.71428571428571,"['L2U4H03', 'L2U7H03', 'L2U6H03', 'L2U8H03', 'L2U5H03', 'L2U2H03', 'L2U3H03']"
85.71428571428571,"['L1U8H04', 'L1U8H05', 'L1U7H04', 'L1U6H04', 'L1U7H05', 'L1U6H05']"
85.41666666666666,"['L3S3P22', 'L3S3P25', 'L3S3P21', 'L3S3P23']"
84.61538461538461,"['L1U7H12', 'L1U6H12', 'L1U7H10', 'L1U6H10', 'L1U7H09', 'L1U6H09']"
84.21052631578947,"['L3S2P42', 'L3S2P51', 'L3S2P41', 'L3S2P53', 'L3S2P44', 'L3S2P55', 'L3S2P46', 'L3S2P56', 'L3S2P52', 'L3S2P43']"
84.21052631578947,"['pheST', 'L2U1H07']"
84.05797101449275,"['L2U7H06', 'L2U4H06', 'L2U6H06', 'L2U8H06', 'L2U5H06', 'L2U2H06', 'L2U3H06']"
83.07692307692308,"['L2U7H07', 'L2U4H07', 'L2U6H07', 'L2U8H07', 'L2U5H07', 'L2U2H07', 'L2U3H07']"
82.97872340425532,"['L3S3P52', 'L3S3P43', 'L3S3P45', 'L3S3P54', 'L3S3P56', 'L3S3P47', 'L3S3P55', 'L3S3P46']"
82.85714285714286,"['L1U8H03', 'L1U7H03', 'L1U6H03', 'L1U4H03', 'L1U2H03', 'L1U3H03', 'L1U1H03', 'L1U5H03']"
82.85714285714286,"['L1U8H01', 'L1U7H01', 'L1U6H01', 'L1U5H01', 'L1U1H01', 'L1U4H01', 'L1U2H01']"
82.85714285714286,"['L2U5H05', 'L2U5H04', 'L2U6H04', 'L2U8H04', 'L2U6H05', 'L2U8H05']"
82.85714285714286,"['L1U8H02', 'L1U6H02', 'L1U7H02', 'L1U4H02', 'L1U2H02', 'L1U3H02', 'L1U5H02', 'L1U1H02']"
82.85714285714286,"['L1U4H04', 'L1U4H05', 'L1U2H04', 'L1U3H04', 'L1U2H05', 'L1U3H05', 'L1U1H04', 'L1U1H05', 'L1U5H04', 'L1U5H05']"
82.85714285714286,"['L1U8H06', 'L1U7H06', 'L1U6H06', 'L1U4H06', 'L1U2H06', 'L1U3H06', 'L1U5H06', 'L1U1H06']"
82.6086956521739,"['ECK120010824', 'ECK120010788']"
82.14285714285714,"['L2U1H09', 'L2U1H12']"
82.05128205128204,"['ECK120010844', 'ECK120010844-R']"
81.9672131147541,"['L2U4H10', 'L2U7H10', 'L2U6H10', 'L2U8H10', 'L2U5H10', 'L2U2H10', 'L2U3H10']"
81.9672131147541,"['L2U4H11', 'L2U7H11', 'L2U6H11', 'L2U8H11', 'L2U5H11', 'L2U2H11', 'L2U3H11']"
81.9672131147541,"['L2U4H09', 'L2U7H09', 'L2U6H09', 'L2U8H09', 'L2U5H09', 'L2U2H09', 'L2U3H09']"
81.9672131147541,"['L2U7H08', 'L2U4H08', 'L2U6H08', 'L2U8H08', 'L2U5H08', 'L2U2H08', 'L2U3H08']"
81.69014084507043,"['ECK120010872-R', 'ECK120010793-R', 'ECK120010794-R']"
81.48148148148148,"['L2U4H01', 'L2U7H01', 'L2U7H02', 'L2U4H02', 'L2U6H01', 'L2U6H02', 'L2U8H02', 'L2U8H01', 'L2U5H02', 'L2U5H01', 'L2U2H02', 'L2U2H01', 'L2U3H01', 'L2U3H02']"
81.35593220338984,"['L3S3P00', 'L3S2P00']"
80.76923076923077,"['L3S1P42', 'L3S1P51', 'L3S1P41', 'L3S1P53', 'L3S1P44', 'L3S1P54', 'L3S1P45', 'L3S1P56', 'L3S1P47', 'L3S1P52', 'L3S1P43']"
80.76923076923077,"['L1U4H12', 'L1U2H12', 'L1U3H12', 'L1U4H09', 'L1U4H10', 'L1U2H10', 'L1U3H10', 'L1U2H09', 'L1U3H09']"
80.7017543859649,"['L2U4H12', 'L2U7H12', 'L2U6H12', 'L2U8H12', 'L2U5H12', 'L2U2H12', 'L2U3H12']"
80.64516129032258,"['L2U1H08', 'L2U1H04', 'L2U1H05']"
80.55555555555556,"['L2U1H06', 'L2U1H02', 'L2U1H01']"
80.43478260869566,"['ECK120010824-R', 'ECK120010788-R']"
